FPS,GrayScale_Func [ms],EqualizeHist_Func [ms],Clahe_Func [ms],Face_Func [ms],Nose_Func [ms],Mouth_Func [ms],RightEye_Func [ms],REyeOpen_Func [ms],LeftEye_Func [ms],LEyeopen_Func [ms],Tracking_Func [ms],FaceFound?,NoseFound?,MouthFound?,RightEyeFound?,REyeOpenFound?,LeftEyeFound?,LEyeopenFound?
14.3797,0.752762,0.923306,2.70456,10.0115,16.3421,11.5812,8.41188,11.499,5.48594,6.50426,7.09869,1,1,1,1,1,1,0
14.3924,1.14112,0.923306,6.96593,10.0115,15.8253,11.5286,8.72553,9.76906,5.45046,6.07452,7.23829,1,1,1,1,1,1,0
14.4051,0.763969,0.923306,2.78136,10.0115,16.7151,10.3206,8.1707,11.1407,5.55219,5.84565,7.59459,1,1,1,1,1,1,0
14.4177,3.47957,0.923306,6.87096,10.0115,16.6046,10.0662,8.4686,9.88566,5.43506,5.98813,7.2888,1,1,1,1,1,1,0
14.4304,0.769118,0.923306,2.49756,10.0115,14.9618,8.29923,7.26546,10.0621,5.0072,5.74224,7.53793,1,1,1,1,1,1,0
14.443,0.771869,0.923306,2.64572,10.0115,13.5847,7.85277,7.59015,9.99633,5.14058,5.90498,7.40755,1,1,1,1,1,1,0
14.275,4.48743,0.923306,2.88146,10.0115,14.2007,7.25627,7.54074,9.56912,5.24882,5.86175,8.07288,1,1,1,1,1,1,0
14.2875,0.775721,0.923306,2.69561,10.0115,14.2362,9.31994,7.75665,10.7557,5.29812,6.04612,7.57172,1,1,1,1,1,1,0
14.3,1.19241,0.923306,2.73124,10.0115,12.846,10.5582,11.0373,7.99726,5.45838,5.93208,8.33777,1,1,1,1,1,1,0
14.3125,1.00837,0.923306,2.58389,10.0115,13.1092,11.0828,9.15029,7.93577,5.52495,9.30873,8.24016,1,1,1,1,1,1,0
14.325,3.86893,0.923306,7.39622,10.0115,12.2918,11.0511,7.32182,10.1832,5.13539,8.36767,7.25749,1,1,1,1,1,1,0
14.3375,2.05187,0.923306,2.3977,10.0115,12.5087,11.439,7.77016,7.62267,5.83611,6.57115,7.01227,1,1,1,1,1,1,0
14.35,4.47844,0.923306,2.86363,10.0115,12.8386,11.0264,7.72617,7.61395,5.58396,9.77773,7.1879,1,1,1,1,1,1,0
14.3625,1.01795,0.923306,2.54818,10.0115,14.1731,9.20982,8.17412,8.34604,6.02916,9.5565,12.553,1,1,1,1,1,1,0
14.375,8.84887,0.923306,2.85281,10.0115,14.5345,8.67518,7.9552,11.9351,5.62269,9.90565,7.42283,1,1,1,1,1,1,0
14.3875,1.141,0.923306,6.62999,10.0115,15.8547,8.11482,8.66848,8.09385,6.32453,7.0842,7.16007,1,1,1,1,1,1,0
14.4,0.767407,0.923306,2.77215,10.0115,17.0545,8.39585,8.72077,11.9059,6.30651,7.16567,6.9758,1,1,1,1,1,1,0
14.4125,1.57435,0.923306,3.48191,10.0115,9.50401,7.9657,9.18263,10.9069,6.52669,7.17481,12.1297,1,1,1,1,1,1,0
14.2469,10.6642,0.923306,2.82157,10.0115,10.029,8.56501,8.80804,11.4701,6.31,9.70182,8.13875,1,1,1,1,1,1,0
14.2593,1.32175,0.923306,2.48023,10.0115,9.75393,8.93144,9.59971,8.26363,6.68074,10.1326,10.9681,1,1,1,1,1,1,0
14.2716,6.35271,0.923306,2.82973,10.0115,31.4589,9.72754,8.78898,12.4167,6.24708,10.1266,8.22979,1,1,1,1,1,1,0
14.284,1.57239,0.923306,4.46555,10.0115,9.7459,9.46852,9.30772,11.9154,6.49323,10.4037,8.08095,1,1,1,1,1,1,0
14.2963,1.22864,0.923306,4.02973,10.0115,8.68779,8.68018,9.0763,8.92041,6.58442,6.96635,7.92116,1,1,1,1,1,1,0
14.3086,5.18189,0.923306,3.09477,10.0115,9.01854,8.7016,8.84808,12.1893,6.42476,7.11076,7.13653,1,1,1,1,1,1,0
14.321,0.823436,0.923306,2.72781,10.0115,15.4873,7.71275,9.06693,9.36768,6.12269,9.40015,7.63353,1,1,1,1,1,1,0
14.3333,1.21385,0.923306,2.75037,10.0115,15.6326,6.97946,9.68141,11.796,6.18481,7.06809,10.4796,1,1,1,1,1,1,0
14.3457,6.34224,0.923306,2.85841,10.0115,14.7069,2.99822,9.27951,13.3687,5.91276,6.77281,7.6298,1,1,1,1,1,1,0
14.358,1.26087,0.923306,2.77831,10.0115,15.6391,2.74175,8.98918,12.7601,5.81491,6.98069,8.04641,1,1,1,1,1,1,0
14.3704,1.16979,0.923306,2.9207,10.0115,15.4394,2.93278,9.38805,12.3866,5.96957,6.16201,8.15327,1,1,1,1,1,1,0
14.2073,1.14603,0.923306,2.81477,10.0115,15.8134,3.42705,9.23682,11.2716,5.25974,6.00697,12.5035,1,1,1,1,1,1,0
14.2195,2.75883,0.923306,7.77421,10.0115,15.9428,3.74034,8.39856,11.3331,5.35944,5.82859,7.0618,1,1,1,1,1,1,0
14.2317,7.36165,0.923306,2.58932,10.0115,15.0515,3.64607,8.38595,13.2557,4.55599,5.07436,7.00128,1,1,1,1,1,1,0
14.2439,0.794787,0.923306,2.76322,10.0115,15.3423,3.57486,8.38654,11.4349,4.64406,4.84876,7.76595,1,1,1,1,1,1,0
14.2561,6.45001,0.923306,2.87543,10.0115,16.4151,3.4952,7.35931,11.0222,3.08849,4.84876,7.4478,1,1,1,1,1,1,0
14.2683,3.10319,0.923306,7.45954,10.0115,17.419,3.01354,7.60807,10.4231,3.13098,4.84876,7.11949,1,1,1,1,1,1,0
14.2805,1.69426,0.923306,2.62936,10.0115,16.3137,2.75008,6.87961,10.4087,2.88032,4.84876,7.21828,1,1,1,1,1,1,0
14.2927,2.8936,0.923306,3.11402,10.0115,16.0822,2.88915,7.19113,10.65,3.76391,4.32339,11.9121,1,1,1,1,1,1,0
14.3049,1.37836,0.923306,2.47955,10.0115,15.9951,3.06849,7.28683,10.7505,3.58955,4.43988,12.1916,1,1,1,1,1,1,0
14.3171,0.762272,0.923306,2.68741,10.0115,16.6086,3.17802,6.90228,10.5123,2.70183,4.43988,7.90299,1,1,1,1,1,1,0
14.3293,1.87891,0.923306,6.49874,10.0115,15.8315,2.96109,7.23175,12.0718,2.60533,4.43988,6.93996,1,1,1,1,1,1,0
14.3415,2.64908,0.923306,2.74258,10.0115,15.2304,2.88418,6.94918,12.4401,2.61799,4.43988,7.12429,1,1,1,1,1,1,0
14.1807,1.68692,0.923306,2.7884,10.0115,15.4338,2.92468,7.14234,10.636,2.54816,4.43988,10.3051,1,1,1,1,1,1,0
14.1928,6.71448,0.923306,2.74006,10.0115,15.1773,2.42211,5.86184,11.2427,2.39182,4.43988,7.22136,1,1,1,1,1,1,0
14.2048,0.771923,0.923306,2.69697,10.0115,14.4163,2.19994,5.75337,9.92072,2.3166,4.43988,7.5252,1,1,1,1,1,1,0
14.2169,1.26997,0.923306,2.65708,10.0115,12.9166,2.1104,5.71831,9.98902,2.34989,4.43988,7.50309,1,1,1,1,1,1,0
14.2289,5.21809,0.923306,2.83217,10.0115,13.0767,2.06571,5.16879,9.73228,2.21628,4.43988,7.65469,1,1,1,1,1,1,0
14.241,0.76124,0.923306,2.74744,10.0115,14.4645,2.08513,5.61718,10.3334,2.31831,4.43988,7.52664,1,1,1,1,1,1,0
14.253,0.8136,0.923306,2.73336,10.0115,14.0421,2.36199,5.73188,10.5132,2.24809,4.43988,7.16594,1,1,1,1,1,1,0
14.2651,0.769979,0.923306,2.78484,10.0115,15.0185,3.01544,5.56005,11.6814,2.44954,4.43988,7.20895,1,1,1,1,1,1,0
14.2771,1.41136,0.923306,2.68034,10.0115,13.1621,3.10795,6.276,11.8073,2.54612,4.43988,12.3606,1,1,1,1,1,1,0
14.2892,1.3222,0.923306,6.83496,10.0115,12.7872,3.30077,6.70783,11.2675,3.53359,4.80851,7.06593,1,1,1,1,1,1,0
14.3012,1.22429,0.923306,2.786,10.0115,12.8449,3.0471,6.66199,10.8009,3.80279,4.51817,7.40574,1,1,1,1,1,1,0
14.3133,1.13381,0.923306,3.00264,10.0115,12.9072,3.12002,7.78869,11.0957,3.99027,4.8451,12.7068,1,1,1,1,1,1,0
14.3253,1.77744,0.923306,3.39942,10.0115,11.0968,3.00431,7.44785,11.2385,4.23091,4.69526,10.3744,1,1,1,1,1,1,0
14.3373,1.12549,0.923306,2.72551,10.0115,11.5318,2.94984,7.1355,11.0647,4.34451,7.58292,7.35612,1,1,1,1,1,1,0
14.1786,1.02352,0.923306,7.18763,10.0115,11.942,2.90862,7.62581,11.4525,4.46769,5.08371,7.04934,1,1,1,1,1,1,0
14.1905,1.40911,0.923306,3.33539,10.0115,13.3742,3.11796,8.11046,11.3545,4.52277,7.49259,12.7412,1,1,1,1,1,1,0
14.2024,1.24184,0.923306,2.77881,10.0115,13.0982,3.5091,7.73088,12.699,4.77027,5.2051,8.27183,1,1,1,1,1,1,0
14.2143,0.772175,0.923306,2.76263,10.0115,12.2499,3.54484,7.89947,12.1901,5.03061,4.98206,8.37616,1,1,1,1,1,1,0
14.2262,6.36554,0.923306,2.46681,10.0115,10.3971,3.9626,7.52892,13.1119,4.45732,5.17903,6.99817,1,1,1,1,1,1,0
14.2381,1.13786,0.923306,7.15287,10.0115,10.2167,4.1737,8.23096,13.6409,4.54459,5.01056,7.62144,1,1,1,1,1,1,0
14.25,1.18705,0.923306,2.72941,10.0115,10.1698,7.57604,8.54977,11.5625,4.84156,5.18647,10.4153,1,1,1,1,1,1,0
14.2619,1.13973,0.923306,2.76571,10.0115,10.1507,9.27846,8.06156,11.8622,4.70554,5.11566,13.0961,1,1,1,1,1,1,0
14.2738,3.08233,0.923306,2.76109,10.0115,9.3933,7.66544,7.5896,10.812,4.86301,5.04481,10.2631,1,1,1,1,1,1,0
14.2857,0.906642,0.923306,2.84309,10.0115,11.1078,8.68415,9.35338,11.018,5.20279,5.22093,8.26578,1,1,1,1,1,1,0
14.2976,0.788796,0.923306,2.69553,10.0115,11.8718,8.3482,6.78185,9.94532,5.05798,5.29411,7.38368,1,1,1,1,1,1,0
14.3095,0.764528,0.923306,2.79088,10.0115,11.7388,8.96883,6.89236,9.5429,5.14167,5.09317,7.6002,1,1,1,1,1,1,0
14.3214,7.33283,0.923306,2.63904,10.0115,11.19,8.96373,6.69449,9.56629,5.0264,4.97072,7.2532,1,1,1,1,1,1,0
14.1647,3.03733,0.923306,5.70928,10.0115,11.8753,9.63202,6.47093,9.94562,5.01166,4.92238,7.37952,1,1,1,1,1,1,0
14.1765,1.37282,0.923306,8.19331,10.0115,11.3122,9.76825,6.63924,6.42055,5.021,5.09224,7.38419,1,1,1,1,1,1,0
14.1882,2.52477,0.923306,7.9892,10.0115,10.6951,8.83621,6.85041,9.29009,5.17324,5.11884,6.98443,1,1,1,1,1,1,0
14.2,1.21568,0.923306,2.74513,10.0115,9.81268,8.24857,6.78698,5.59752,5.32701,5.51223,10.6935,1,1,1,1,1,1,0
14.2118,0.815464,0.923306,2.64253,10.0115,10.3295,7.171,6.13133,5.25316,5.04387,5.05678,7.133,1,1,1,1,1,1,0
14.2235,1.34964,0.923306,2.7872,10.0115,10.5176,8.73575,6.73057,5.13249,5.18406,5.41886,12.5286,1,1,1,1,1,1,0
14.2353,0.907973,0.923306,3.28718,10.0115,9.66357,8.65967,6.40301,4.78871,5.06396,5.25616,7.43537,1,1,1,1,1,1,0
14.2471,1.66515,0.923306,2.63877,10.0115,11.5599,8.39149,6.72788,4.96238,5.6774,5.27595,10.5271,1,1,1,1,1,1,0
14.2588,1.48186,0.923306,2.66582,10.0115,11.5361,7.61937,6.81687,5.23095,5.60306,5.64846,8.09892,1,1,1,1,1,1,0
14.2706,1.7581,0.923306,6.65389,10.0115,11.2301,9.08925,8.32714,7.11982,6.82672,7.33162,7.81159,1,1,1,1,1,1,0
14.2824,6.7402,0.923306,2.81673,10.0115,14.2682,10.5268,7.97657,9.03748,7.09028,9.36828,7.81197,1,1,1,1,1,1,0
14.2941,2.626,0.923306,2.81189,10.0115,12.8656,3.19028,7.55671,5.62501,5.46352,5.74286,10.6157,1,1,1,1,1,1,0
14.1395,7.1418,0.923306,3.95909,10.0115,12.4102,2.91918,7.24626,6.17657,4.96856,5.41517,7.02029,1,1,1,1,1,1,0
14.1512,2.27097,0.923306,3.36407,10.0115,12.6604,2.99656,8.36951,5.84205,5.53084,5.58548,10.0422,1,1,1,1,1,1,0
14.1628,0.785788,0.923306,2.66304,10.0115,12.8135,3.10426,7.24598,5.70654,5.0792,5.2603,7.40275,1,1,1,1,1,1,0
14.1744,1.79936,0.923306,2.82953,10.0115,12.7839,3.29014,7.40421,5.76264,4.85076,5.53761,8.19619,1,1,1,1,1,1,0
14.186,1.58444,0.923306,6.93122,10.0115,13.3753,3.05624,7.92033,5.41608,4.80534,5.23362,7.42339,1,1,1,1,1,1,0
14.1977,0.814018,0.923306,2.67613,10.0115,12.6368,2.69933,7.25751,5.35372,4.58071,4.97322,8.11463,1,1,1,1,1,1,0
14.2093,1.4119,0.923306,3.93697,10.0115,13.0313,2.41197,7.95222,5.31346,4.34261,4.93902,12.2007,1,1,1,1,1,1,0
14.2209,1.47631,0.923306,7.36499,10.0115,14.2292,2.41683,7.06838,5.2456,4.75509,4.77289,7.33328,1,1,1,1,1,1,0
14.2326,0.773019,0.923306,2.7861,10.0115,14.2417,2.47175,7.35446,5.47582,4.33312,4.49616,7.67955,1,1,1,1,1,1,0
14.2442,1.45639,0.923306,2.64766,10.0115,14.2811,2.72238,7.66359,5.89343,4.67944,5.09912,10.5094,1,1,1,1,1,1,0
14.2558,6.04836,0.923306,2.93601,10.0115,14.8932,3.1532,7.49661,5.6578,4.50319,4.81434,7.31437,1,1,1,1,1,1,0
14.2674,1.25879,0.923306,2.6934,10.0115,14.9345,3.77217,8.4967,6.35665,4.82043,5.17347,12.3704,1,1,1,1,1,1,0
14.2791,0.773229,0.923306,2.70566,10.0115,16.1806,4.5315,7.49839,6.30653,5.04845,5.04665,7.47604,1,1,1,1,1,1,0
14.2907,1.57368,0.923306,8.16984,10.0115,15.7425,8.0147,7.86523,6.67445,5.5667,5.19034,7.01847,1,1,1,1,1,1,0
14.1379,6.51986,0.923306,2.84857,10.0115,16.6162,8.38733,7.90669,9.92276,5.22091,5.24949,7.21658,1,1,1,1,1,1,0
14.1494,3.18292,0.923306,2.79498,10.0115,17.0241,9.97341,8.2697,6.71476,5.15003,5.59656,7.06827,1,1,1,1,1,1,0
14.1609,1.62402,0.923306,2.76806,10.0115,18.1641,10.4212,10.7447,6.70886,5.70268,6.03086,8.01954,1,1,1,1,1,1,0
14.1724,1.69249,0.923306,6.67034,10.0115,17.0824,10.4776,8.7997,11.3327,6.02434,6.83158,7.65131,1,1,1,1,1,1,0
14.1839,2.35511,0.923306,2.73658,10.0115,18.7198,10.3833,8.03607,10.6929,6.25316,11.0235,10.7405,1,1,1,1,1,1,0
14.1954,1.96451,0.923306,2.78341,10.0115,18.7088,9.91952,8.42411,7.57176,5.85571,10.9867,12.5196,1,1,1,1,1,1,0
14.2069,2.71521,0.923306,2.84597,10.0115,16.6754,13.5378,10.0186,13.4039,6.96675,8.70468,8.28964,1,1,1,1,1,1,0
14.2184,1.89495,0.923306,2.78972,10.0115,18.1706,9.48394,8.01208,10.8877,6.08954,7.16989,10.7866,1,1,1,1,1,1,0
14.2299,0.979006,0.923306,2.49299,10.0115,18.53,8.20772,7.31613,11.7785,5.86104,7.04114,7.48496,1,1,1,1,1,1,0
14.2414,2.58788,0.923306,6.5519,10.0115,15.8107,7.64946,7.98559,12.4146,5.39706,6.53935,6.95478,1,1,1,1,1,1,0
14.0909,0.771595,0.923306,2.73397,10.0115,14.3059,8.47582,7.01032,13.0818,5.48723,6.18815,8.05275,1,1,1,1,1,1,0
14.1023,1.66263,0.923306,2.77182,10.0115,9.26424,8.87611,8.46069,13.1666,5.2203,6.18774,8.08587,1,1,1,1,1,1,0
14.1136,3.15501,0.923306,2.45617,10.0115,6.81707,5.86328,8.39235,9.41562,5.60966,6.45924,7.67557,1,1,1,1,1,1,0
14.125,1.20827,0.923306,7.74589,10.0115,5.53516,10.3953,8.35585,8.4253,6.10191,7.17243,8.36204,1,1,1,1,1,1,0
14.1364,1.41751,0.923306,7.17153,10.0115,5.47409,6.19693,9.21201,11.2046,6.07932,6.81987,7.44286,1,1,1,1,1,1,0
14.1477,1.36621,0.923306,2.71384,10.0115,5.83648,5.86246,8.94928,7.92185,6.16216,6.6324,12.4413,1,1,1,1,1,1,0
14.1591,4.88269,0.923306,2.79491,10.0115,7.74432,8.56413,7.70583,7.01925,6.11724,6.91846,7.1471,1,1,1,1,1,1,0
14.1705,1.20898,0.923306,7.54579,10.0115,7.97383,6.27416,7.34725,6.41706,6.27844,6.62748,8.09441,1,1,1,1,1,1,0
14.1818,1.06142,0.923306,2.7769,10.0115,8.26579,10.0066,7.80612,6.21436,6.23025,6.68751,12.6134,1,1,1,1,1,1,0
14.1932,2.06818,0.923306,2.80832,10.0115,12.3012,9.65033,6.67629,5.85135,6.07135,6.76743,8.17339,1,1,1,1,1,1,0
14.2045,7.8431,0.923306,2.76937,10.0115,12.4978,10.2562,7.01373,5.68572,5.84722,6.34745,7.64858,1,1,1,1,1,1,0
14.2159,1.0147,0.923306,2.72601,10.0115,11.7521,9.96541,6.44243,4.45292,6.01971,6.29565,7.44255,1,1,1,1,1,1,0
14.2273,2.73102,0.923306,7.66008,10.0115,11.5435,9.11687,6.20217,4.99083,5.69142,6.33557,7.46311,1,1,1,1,1,1,0
14.0787,1.32634,0.923306,2.7738,10.0115,10.9744,9.43669,6.90452,4.63966,5.42483,6.04604,10.962,1,1,1,1,1,1,0
14.0899,0.756548,0.923306,2.80151,10.0115,10.7762,10.0422,6.05487,4.76692,5.53054,5.61061,7.7037,1,1,1,1,1,1,0
14.1011,1.45568,0.923306,7.6848,10.0115,10.9603,10.3979,6.13094,4.68715,6.01355,6.12375,7.23977,1,1,1,1,1,1,0
14.1124,2.95337,0.923306,7.49305,10.0115,10.6055,10.3922,6.33304,4.2314,5.75367,5.99729,7.17386,1,1,1,1,1,1,0
14.1236,1.81524,0.923306,2.75253,10.0115,10.1491,10.4874,5.44381,4.32885,5.84261,5.72243,8.01488,1,1,1,1,1,1,0
14.1348,8.53597,0.923306,2.52632,10.0115,10.638,9.71332,4.99409,3.93024,5.67644,5.48191,7.71587,1,1,1,1,1,1,0
14.1461,3.38081,0.923306,7.8309,10.0115,8.39468,8.93159,4.13876,3.93024,5.72251,4.91466,7.1734,1,1,1,1,1,1,0
14.1573,1.33199,0.923306,7.01854,10.0115,8.79301,10.0444,3.88012,3.93024,5.4509,4.59656,7.24687,1,1,1,1,1,1,0
14.1685,1.49326,0.923306,7.69834,10.0115,8.9783,6.04087,3.47897,3.93024,5.63716,4.80615,7.18395,1,1,1,1,1,1,0
14.1798,1.53393,0.923306,7.78344,10.0115,9.16967,5.04805,5.13853,4.34034,5.9589,4.86123,7.89387,1,1,1,1,1,1,0
14.191,6.5558,0.923306,2.76904,10.0115,9.19905,7.00211,5.20011,4.66458,6.11964,5.41106,7.91474,1,1,1,1,1,1,0
14.2022,1.36288,0.923306,2.71979,10.0115,6.4656,11.1149,7.42513,5.13766,6.1717,5.51736,8.78443,1,1,1,1,1,1,0
14.2135,1.14385,0.923306,5.22055,10.0115,7.68147,9.96772,7.30964,5.50921,6.58462,5.74824,8.25502,1,1,1,1,1,1,0
14.0667,1.19702,0.923306,2.77244,10.0115,9.2019,9.75194,9.70806,6.81844,6.1289,5.8595,7.77572,1,1,1,1,1,1,0
14.0778,3.92337,0.923306,2.7586,10.0115,10.1993,9.72786,8.56076,6.67427,5.99154,5.95167,7.33856,1,1,1,1,1,1,0
14.0889,3.32735,0.923306,6.4399,10.0115,11.8314,11.6651,8.93833,9.93926,5.99725,5.91568,7.69253,1,1,1,1,1,1,0
14.1,1.71373,0.923306,2.74019,10.0115,13.4599,13.6209,10.3979,12.9419,6.11792,6.30622,12.369,1,1,1,1,1,1,0
14.1111,3.46644,0.923306,3.31202,10.0115,13.4349,12.7664,10.3667,11.6613,5.75841,6.37646,10.5911,1,1,1,1,1,1,0
14.1222,0.757438,0.923306,2.77417,10.0115,13.2472,11.8347,10.1113,12.9925,5.88376,6.41746,7.93699,1,1,1,1,1,1,0
14.1333,2.5126,0.923306,6.6707,10.0115,12.7375,11.1731,10.5154,14.369,5.96872,6.35123,7.95106,1,1,1,1,1,1,0
14.1444,1.75417,0.923306,2.82405,10.0115,11.4208,12.6821,10.7857,12.916,5.79505,6.33842,9.90266,1,1,1,1,1,1,0
14.1556,2.14904,0.923306,6.21182,10.0115,10.2123,13.4629,10.908,12.8577,5.99573,6.27859,7.29218,1,1,1,1,1,1,0
14.1667,1.40107,0.923306,7.94078,10.0115,10.0124,12.8584,10.3965,15.0616,6.03508,6.40742,7.33149,1,1,1,1,1,1,0
14.1778,2.57124,0.923306,7.75933,10.0115,9.23229,12.7381,11.7722,15.0817,6.2054,6.53405,7.36283,1,1,1,1,1,1,0
14.033,1.19445,0.923306,2.42615,10.0115,9.91039,11.2025,11.1861,14.2085,6.15915,6.79592,11.7295,1,1,1,1,1,1,0
14.044,0.812836,0.923306,2.63595,10.0115,10.1785,9.58249,10.8366,16.5431,6.44987,6.71658,7.76821,1,1,1,1,1,1,0
14.0549,1.07873,0.923306,7.53296,10.0115,9.49721,11.2143,10.9557,15.8762,6.20261,7.24691,6.82842,1,1,1,1,1,1,0
14.0659,2.65969,0.923306,2.48151,10.0115,9.43367,10.9531,11.4547,15.5454,7.08309,7.44681,12.0332,1,1,1,1,1,1,0
14.0769,1.22186,0.923306,2.46934,10.0115,9.66578,10.6431,10.9922,16.9407,6.7339,7.57395,7.40131,1,1,1,1,1,1,0
14.0879,5.17507,0.923306,4.3365,10.0115,10.2156,11.0319,10.593,16.3011,6.8501,7.64666,7.96117,1,1,1,1,1,1,0
14.0989,1.30732,0.923306,4.41644,10.0115,10.8406,11.3687,10.6613,16.1263,6.81301,7.88788,8.37529,1,1,1,1,1,1,0
14.1099,3.2165,0.923306,5.95465,10.0115,10.992,4.81235,10.8542,16.3071,7.03966,7.89068,7.36056,1,1,1,1,1,1,0
14.1209,4.55489,0.923306,3.01566,10.0115,10.9042,4.70604,9.96445,16.35,6.56673,10.3047,6.89866,1,1,1,1,1,1,0
14.1319,1.29084,0.923306,7.75313,10.0115,11.5928,4.7856,10.0587,16.4525,6.08356,10.2806,6.87511,1,1,1,1,1,1,0
14.1429,1.68776,0.923306,3.88872,10.0115,10.6099,4.53798,9.00587,15.7924,6.08185,10.5497,7.55183,1,1,1,1,1,1,0
14,1.24285,0.923306,3.88574,10.0115,11.0655,4.32651,9.96581,16.2496,6.06391,7.6249,8.30712,1,1,1,1,1,1,0
14.0109,11.4015,0.923306,2.75285,10.0115,11.9093,4.35827,10.0531,16.2507,6.19499,10.8274,6.93044,1,1,1,1,1,1,0
14.0217,3.45135,0.923306,2.8872,10.0115,10.9967,4.3888,9.80995,14.6346,5.96448,6.66931,7.56067,1,1,1,1,1,1,0
14.0326,3.92039,0.923306,2.88305,10.0115,11.9659,3.81102,9.55823,14.7183,6.06899,10.0183,7.24377,1,1,1,1,1,1,0
14.0435,1.31665,0.923306,2.91537,10.0115,11.5192,3.57154,9.76688,14.4758,5.62741,6.56155,12.687,1,1,1,1,1,1,0
14.0543,1.24339,0.923306,7.93912,10.0115,15.112,3.7677,9.54389,13.08,5.69016,6.53209,6.92429,1,1,1,1,1,1,0
14.0652,1.30024,0.923306,2.76864,10.0115,14.3296,8.71102,9.52156,13.628,5.65763,6.21475,7.64837,1,1,1,1,1,1,0
14.0761,1.19859,0.923306,2.67017,10.0115,12.6331,10.7453,9.13067,13.7458,5.55281,5.83418,12.3703,1,1,1,1,1,1,0
14.087,3.72979,0.923306,2.48529,10.0115,12.9944,10.6084,8.77705,12.0577,5.56172,5.92697,6.85482,1,1,1,1,1,1,0
14.0978,1.14245,0.923306,2.78737,10.0115,12.0238,10.6526,8.65311,11.7545,5.22009,4.30944,11.8017,1,1,1,1,1,1,0
14.1087,1.13106,0.923306,3.01586,10.0115,11.7128,9.89003,8.30609,6.55162,5.02856,4.38529,12.2329,1,1,1,1,1,1,0
13.9677,1.02456,0.923306,2.65725,10.0115,10.5689,8.3508,7.74609,10.5865,4.96804,4.13054,12.2783,1,1,1,1,1,1,0
13.9785,1.92478,0.923306,2.83321,10.0115,11.0976,4.69046,7.35841,6.42891,4.52898,4.08606,7.89524,1,1,1,1,1,1,0
13.9892,1.83032,0.923306,7.63729,10.0115,10.5287,4.39304,8.16876,6.43287,5.13228,4.37318,7.01252,1,1,1,1,1,1,0
14,0.820566,0.923306,2.71512,10.0115,10.6357,4.26045,7.73763,6.39678,5.05499,4.43942,7.70647,1,1,1,1,1,1,0
14.0108,1.67031,0.923306,2.81987,10.0115,9.63879,4.01742,8.38756,6.21936,5.1817,4.60855,12.1389,1,1,1,1,1,1,0
14.0215,7.96458,0.923306,2.82024,10.0115,10.7046,3.59636,7.23047,6.13963,5.33263,4.63212,7.30532,1,1,1,1,1,1,0
14.0323,1.04905,0.923306,2.62444,10.0115,13.5596,3.15175,10.0441,6.81726,5.62182,4.991,7.88089,1,1,1,1,1,1,0
14.043,8.6563,0.923306,2.55068,10.0115,11.5366,2.83211,9.10281,6.83422,5.40333,7.98654,7.33293,1,1,1,1,1,1,0
14.0538,1.40508,0.923306,7.09943,10.0115,9.71774,2.73869,8.59121,7.66902,5.24272,5.7782,6.89287,1,1,1,1,1,1,0
14.0645,5.1728,0.923306,2.79837,10.0115,6.9031,7.71614,8.30422,10.7206,4.99859,4.65611,6.87742,1,1,1,1,1,1,0
14.0753,2.85817,0.923306,5.79694,10.0115,4.43656,4.12134,8.42837,11.8973,5.23286,4.01904,7.34532,1,1,1,1,1,1,0
14.086,0.771374,0.923306,2.66493,10.0115,4.22047,3.5095,7.84624,11.2901,5.13657,3.61038,7.18274,1,1,1,1,1,1,0
14.0968,1.43903,0.923306,2.41474,10.0115,3.58511,3.60057,7.3995,8.89945,3.65217,3.61038,7.19892,1,1,1,1,1,1,0
14.1075,1.49711,0.923306,4.71562,10.0115,3.4168,3.66507,7.18009,9.61821,3.544,3.61038,7.25093,1,1,1,1,1,1,0
13.9681,5.34876,0.923306,4.68605,10.0115,3.71822,3.38676,6.34488,8.70432,3.41942,3.61038,7.32865,1,1,1,1,1,1,0
13.9787,0.80046,0.923306,2.65196,10.0115,3.5525,3.46177,6.01096,8.89941,3.50374,3.61038,7.81166,1,1,1,1,1,1,0
13.9894,1.28046,0.923306,2.40355,10.0115,3.83437,3.42531,6.60323,8.43616,3.10793,3.61038,11.881,1,1,1,1,1,1,0
14,2.07386,0.923306,2.7954,10.0115,3.21979,3.50587,5.38302,4.85031,3.32805,3.61038,7.65991,1,1,1,1,1,1,0
14.0106,0.686551,0.923306,2.36173,10.0115,3.23068,3.2186,6.36474,4.67571,3.07939,3.61038,6.72314,1,1,1,1,1,1,0
14.0213,1.12802,0.923306,3.22775,10.0115,3.05903,3.13895,5.86708,7.47337,2.87681,3.61038,7.9429,1,1,1,1,1,1,0
14.0319,3.7708,0.923306,2.78083,10.0115,2.76274,3.25802,6.2297,5.26077,3.26783,3.61038,9.70591,1,1,1,1,1,1,0
14.0426,1.02289,0.923306,4.71627,10.0115,2.50439,3.01904,6.45987,4.66758,3.28089,3.61038,7.78933,1,1,1,1,1,1,0
14.0532,4.55409,0.923306,4.45273,10.0115,2.28545,3.06875,5.8909,4.56926,2.98033,3.61038,7.89363,1,1,1,1,1,1,0
14.0638,2.34674,0.923306,2.78464,10.0115,2.2639,2.90834,6.6538,4.67511,3.09103,3.61038,7.37032,1,1,1,1,1,1,0
